msg_count,unique_ids,id_entropy,payload_entropy,iat_mean,iat_std,iat_min,iat_max,label
5.0,4.0,1.9219280948873623,2.321928094887362,0.0050092339515686035,0.00894919159596366,0.00047206878662109375,0.0184328556060791,0.0
8.0,3.0,1.2987949406953985,1.75,0.01200457981654576,0.008896019798910675,0.0004050731658935547,0.021035194396972656,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011842012405395508,0.008463740697214164,0.0006799697875976562,0.02099013328552246,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011834417070661272,0.007856967449680525,0.002270936965942383,0.02098393440246582,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011940274919782366,0.007657809989670161,0.0022470951080322266,0.021042823791503906,0.0
7.0,3.0,1.3787834934861753,1.8423709931771084,0.010393659273783365,0.006958968834131229,0.0028078556060791016,0.02071404457092285,0.0
8.0,3.0,1.2987949406953985,1.75,0.011717421667916434,0.007569066115515048,0.0022208690643310547,0.02059793472290039,0.0
8.0,3.0,1.2987949406953985,1.75,0.0117208617074149,0.007808669368386176,0.0023140907287597656,0.020499229431152344,0.0
8.0,3.0,1.2987949406953985,1.75,0.011817591530936105,0.00802889358487251,0.0026159286499023438,0.021140098571777344,0.0
8.0,3.0,1.2987949406953985,1.75,0.011714458465576172,0.008056914309245348,0.001958131790161133,0.020519018173217773,0.0
9.0,4.0,1.657742726504889,2.0588138903312014,0.01023074984550476,0.006720926274229634,0.0014410018920898438,0.020478010177612305,0.0
8.0,3.0,1.2987949406953985,1.75,0.011705296380179269,0.008333824909365352,0.0011050701141357422,0.020492076873779297,0.0
8.0,3.0,1.2987949406953985,1.75,0.01180614743913923,0.008642819445963974,0.000820159912109375,0.0213320255279541,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.011904358863830566,0.009587432880710862,0.0006899833679199219,0.020689964294433594,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.013031584875924247,0.009196459527126786,0.0022068023681640625,0.021099090576171875,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012630292347499303,0.00881228790860381,0.0030210018157958984,0.02057194709777832,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.01261070796421596,0.009210906159128732,0.0013890266418457031,0.020926952362060547,0.0
7.0,3.0,1.1488348542809166,1.1488348542809166,0.013883193333943685,0.008699084647893821,0.0008549690246582031,0.02102518081665039,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.0164337952931722,0.0054690137642878014,0.006724834442138672,0.020739078521728516,0.0
7.0,2.0,0.863120568566631,0.863120568566631,0.013944307963053385,0.007075397374943632,0.003513813018798828,0.021014928817749023,0.0
9.0,4.0,1.657742726504889,1.657742726504889,0.010779500007629395,0.008357829541816028,0.0015459060668945312,0.020887136459350586,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012365000588553292,0.008298699264789626,0.00017309188842773438,0.020518064498901367,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012486423764910017,0.008271855298410293,0.0002410411834716797,0.02058696746826172,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012502704347882952,0.008076453051032138,0.0006639957427978516,0.02056121826171875,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012693166732788086,0.008024826392382776,0.0012781620025634766,0.02069091796875,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012790441513061523,0.007946350679595562,0.0016400814056396484,0.020641088485717773,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.011591513951619467,0.007687974092131809,0.0022568702697753906,0.020540952682495117,0.0
8.0,3.0,1.2987949406953985,1.75,0.011690446308680944,0.006978721733759748,0.0031921863555908203,0.020506858825683594,0.0
8.0,3.0,1.2987949406953985,1.75,0.011708566120692663,0.006982172236786106,0.003482818603515625,0.020528078079223633,0.0
8.0,3.0,1.2987949406953985,1.75,0.01174684933253697,0.0070484772083853845,0.004188060760498047,0.020615100860595703,0.0
9.0,4.0,1.657742726504889,2.0588138903312014,0.0102463960647583,0.007726746469063942,0.0005688667297363281,0.020618915557861328,0.0
8.0,3.0,1.2987949406953985,1.75,0.011698143822806222,0.0071609220004613325,0.004503011703491211,0.020605087280273438,0.0
8.0,3.0,1.2987949406953985,1.75,0.011716399874005998,0.00723055358074859,0.004121065139770508,0.020581960678100586,0.0
8.0,3.0,1.2987949406953985,1.75,0.011703729629516602,0.007275444904912786,0.0037980079650878906,0.020522117614746094,0.0
7.0,3.0,1.3787834934861753,1.8423709931771084,0.010798017183939615,0.007802660902617144,0.0030090808868408203,0.0207369327545166,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.01207583291190011,0.008094824242719446,0.002324819564819336,0.02056717872619629,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.012005158833095006,0.008469470361308332,0.0010731220245361328,0.02079296112060547,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011787857328142439,0.008639540559848242,0.00043010711669921875,0.020572185516357422,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011775289263044084,0.00867466337532852,0.0003688335418701172,0.020530223846435547,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011725561959402902,0.008432593676799046,0.0013799667358398438,0.020606040954589844,0.0
9.0,4.0,1.657742726504889,2.197159723424149,0.01023837924003601,0.007599669867941548,0.00209808349609375,0.020607948303222656,0.0
7.0,3.0,1.3787834934861753,1.8423709931771084,0.013039986292521158,0.008016974240247672,0.001664876937866211,0.02060413360595703,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.013947861535208566,0.008086387417720893,0.0009338855743408203,0.020733118057250977,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.01376516478402274,0.008334074763019311,0.0004639625549316406,0.020553112030029297,0.0
7.0,3.0,1.1488348542809166,1.8423709931771084,0.013708670934041342,0.009407231127207477,0.00044798851013183594,0.020589828491210938,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.012782573699951172,0.008992849586155413,0.0010762214660644531,0.020570993423461914,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.012991258076259069,0.009139004381476612,0.0003838539123535156,0.020604848861694336,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.01316516739981515,0.00892681295667144,0.0009560585021972656,0.020534038543701172,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.013535431453159876,0.00881296241190151,0.0006837844848632812,0.02105093002319336,0.0
7.0,3.0,1.3787834934861753,1.9502120649147467,0.012552817662556967,0.008331385734282265,0.0005691051483154297,0.021033048629760742,0.0
9.0,4.0,1.657742726504889,2.197159723424149,0.010254502296447754,0.007630845506669443,0.0006480216979980469,0.02050304412841797,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011678593499319894,0.008012132408105202,0.0006780624389648438,0.020502090454101562,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011708838599068778,0.007957879835460407,0.0009150505065917969,0.020509958267211914,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011725561959402902,0.007973481647019666,0.0010440349578857422,0.020488977432250977,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011740718569074358,0.008012280521611828,0.0012688636779785156,0.020520925521850586,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011712721415928431,0.008140990248292528,0.0014040470123291016,0.0205230712890625,0.0
7.0,3.0,1.3787834934861753,1.9502120649147467,0.010299166043599447,0.008026209996402951,0.0015690326690673828,0.020647048950195312,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.01172985349382673,0.008607403780753527,0.0009071826934814453,0.020630836486816406,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011708157403128487,0.008701651377356802,0.0005118846893310547,0.02049708366394043,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011711699622017997,0.008813219642047196,0.0001659393310546875,0.02063298225402832,0.0
9.0,4.0,1.657742726504889,2.197159723424149,0.01027899980545044,0.008743605406698583,0.000244140625,0.020550012588500977,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011709145137241908,0.008602075179061395,0.0008900165557861328,0.020552873611450195,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011725596019199916,0.008451466401132385,0.0014657974243164062,0.020498991012573242,0.0
8.0,3.0,1.2987949406953985,1.9056390622295665,0.011676720210484095,0.008261797568160688,0.0019309520721435547,0.020543813705444336,0.0
7.0,3.0,1.3787834934861753,1.8423709931771084,0.011539340019226074,0.009030364031233284,0.002307891845703125,0.020489931106567383,0.0
8.0,3.0,1.2987949406953985,1.75,0.012758595602852958,0.00895265343639995,0.002741098403930664,0.020649194717407227,0.0
8.0,3.0,1.2987949406953985,1.75,0.012691123144967216,0.00880805315279625,0.002295970916748047,0.02050614356994629,0.0
8.0,3.0,1.2987949406953985,1.75,0.012641293661934989,0.00883493687787042,0.0019278526306152344,0.020573139190673828,0.0
8.0,3.0,1.2987949406953985,1.75,0.012605973652430944,0.008837342930104946,0.0013871192932128906,0.020540952682495117,0.0
8.0,3.0,1.2987949406953985,1.75,0.012549434389386858,0.008826109687317556,0.0008790493011474609,0.020514965057373047,0.0
8.0,4.0,1.5487949406953985,2.0,0.011783123016357422,0.008557500624178527,0.0003159046173095703,0.020515918731689453,0.0
8.0,3.0,1.2987949406953985,1.75,0.013903685978480749,0.008122072259383321,0.000247955322265625,0.02050185203552246,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.016152342160542805,0.005754878620345213,0.005553007125854492,0.02059006690979004,0.0
7.0,2.0,0.863120568566631,0.863120568566631,0.013705849647521973,0.006960921431306937,0.00434112548828125,0.020524024963378906,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.011984586715698242,0.007911100085671042,0.0016720294952392578,0.020675182342529297,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012219156537737166,0.007873794861528878,0.0023169517517089844,0.021068096160888672,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012470722198486328,0.007818387468001302,0.0026159286499023438,0.02089691162109375,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012663125991821289,0.008112750538703608,0.00041294097900390625,0.02077007293701172,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.01276843888419015,0.007965498422872567,0.0005190372467041016,0.02053689956665039,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.0115891695022583,0.007848727970691133,0.0009388923645019531,0.020760059356689453,0.0
9.0,4.0,1.657742726504889,2.0588138903312014,0.011236250400543213,0.006588395174033188,0.0014638900756835938,0.020529985427856445,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.011728286743164062,0.006946860838811609,0.001783132553100586,0.020646095275878906,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.011729581015450614,0.006829185598250002,0.0021889209747314453,0.02053093910217285,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.011723586491176061,0.006792062446931653,0.0025670528411865234,0.02056598663330078,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.011774710246494837,0.006879720466549993,0.00292205810546875,0.020760059356689453,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.011720997946602958,0.006806124359051514,0.0036008358001708984,0.020563840866088867,0.0
