msg_count,unique_ids,id_entropy,payload_entropy,iat_mean,iat_std,iat_min,iat_max,label
5.0,4.0,1.9219280948873623,2.321928094887362,0.005083978176116943,0.007783394939284314,0.0005838871002197266,0.016717910766601562,0.0
8.0,3.0,1.2987949406953985,1.75,0.011953728539603097,0.009180005941547985,0.00032401084899902344,0.021033048629760742,0.0
8.0,3.0,1.2987949406953985,1.75,0.011991126196725028,0.0087226016768549,0.0005259513854980469,0.021065950393676758,0.0
7.0,3.0,1.3787834934861753,1.8423709931771084,0.010483662287394205,0.008031136558429491,0.0008511543273925781,0.021214962005615234,0.0
8.0,3.0,1.2987949406953985,1.75,0.012029852185930525,0.008009350056712373,0.0005528926849365234,0.021107196807861328,0.0
8.0,3.0,1.2987949406953985,1.75,0.012059143611363001,0.007949344152784333,0.0017580986022949219,0.021193981170654297,0.0
8.0,3.0,1.2987949406953985,1.75,0.011982134410313197,0.0081173956020398,0.0020220279693603516,0.02083301544189453,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.012325366338094076,0.00959358825179936,0.0008070468902587891,0.02114391326904297,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.013303858893258231,0.009600044874909446,0.0004940032958984375,0.02121901512145996,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.013130290167672294,0.009487485401491344,0.0014829635620117188,0.02127814292907715,0.0
8.0,4.0,1.5487949406953985,1.5487949406953985,0.012401001793997628,0.009005584176761942,0.0023441314697265625,0.021139144897460938,0.0
6.0,2.0,0.9182958340544896,0.9182958340544896,0.015617990493774414,0.006332206879399217,0.005567073822021484,0.021142005920410156,0.0
8.0,3.0,1.2987949406953985,1.75,0.012089014053344727,0.008381061004362839,0.0004870891571044922,0.021152019500732422,0.0
8.0,3.0,1.2987949406953985,1.75,0.012374298913138253,0.008619303346189974,0.0009558200836181641,0.021214962005615234,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.01298114231654576,0.008299716925937912,0.0017080307006835938,0.021445035934448242,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.012217322985331217,0.0076321474732493925,0.003770112991333008,0.021255970001220703,0.0
8.0,3.0,1.2987949406953985,1.75,0.01202913693019322,0.007244312496247108,0.004488945007324219,0.021214008331298828,0.0
8.0,3.0,1.2987949406953985,1.75,0.012007134301321847,0.007681536973937232,0.0031790733337402344,0.02110910415649414,0.0
8.0,3.0,1.2987949406953985,1.2987949406953985,0.012031589235578264,0.008862238747551685,0.00030994415283203125,0.021153926849365234,0.0
7.0,3.0,1.3787834934861753,1.3787834934861753,0.010422507921854654,0.00878895375631412,0.0006761550903320312,0.021113157272338867,0.0
9.0,4.0,1.657742726504889,2.0588138903312014,0.010456383228302002,0.007313013654476248,0.000888824462890625,0.021194934844970703,0.0
8.0,3.0,1.2987949406953985,1.75,0.012003421783447266,0.00716743519693965,0.0028638839721679688,0.020827054977416992,0.0
